Date(UTC),UnixTimeStamp,Block Count,Block Size,Block Time,Month,Year,,,,,,,,,
9/23/21,1632355200,41145,2282,2.1,September,2021,,,,,,,,,
9/24/21,1632441600,41803,2228,2.07,September,2021,,,,,,,,,
9/25/21,1632528000,41212,1976,2.1,September,2021,,,,,,,,,
9/26/21,1632614400,41296,1832,2.09,September,2021,,,,,,,,,
9/27/21,1632700800,41744,2217,2.07,September,2021,,,,,,,,,
9/28/21,1632787200,41681,1967,2.07,September,2021,,,,,,,,,
9/29/21,1632873600,41599,2061,2.08,September,2021,,,,,,,,,
9/30/21,1632960000,41575,2012,2.08,September,2021,,,,,,,,,
10/1/21,1633046400,42370,2220,2.04,October,2021,,,,,,,,,
10/2/21,1633132800,41952,2587,2.06,October,2021,,,,,,,,,
10/3/21,1633219200,42062,1784,2.05,October,2021,,,,,,,,,
10/4/21,1633305600,42148,2553,2.05,October,2021,,,,,,,,,
10/5/21,1633392000,41870,2853,2.06,October,2021,,,,,,,,,
10/6/21,1633478400,42606,2429,2.03,October,2021,,,,,,,,,
10/7/21,1633564800,42590,2172,2.03,October,2021,,,,,,,,,
10/8/21,1633651200,42409,2360,2.04,October,2021,,,,,,,,,
10/9/21,1633737600,42451,2010,2.04,October,2021,,,,,,,,,
10/10/21,1633824000,42468,2400,2.03,October,2021,,,,,,,,,
10/11/21,1633910400,42259,2480,2.04,October,2021,,,,,,,,,
10/12/21,1633996800,41387,2679,2.09,October,2021,,,,,,,,,
10/13/21,1634083200,42172,2195,2.05,October,2021,,,,,,,,,
10/14/21,1634169600,41404,2002,2.09,October,2021,,,,,,,,,
10/15/21,1634256000,41248,2715,2.09,October,2021,,,,,,,,,
10/16/21,1634342400,41487,2028,2.08,October,2021,,,,,,,,,
10/17/21,1634428800,41392,1855,2.09,October,2021,,,,,,,,,
10/18/21,1634515200,41358,2158,2.09,October,2021,,,,,,,,,
10/19/21,1634601600,41517,2035,2.08,October,2021,,,,,,,,,
10/20/21,1634688000,42147,2803,2.05,October,2021,,,,,,,,,
10/21/21,1634774400,42655,2649,2.03,October,2021,,,,,,,,,
10/22/21,1634860800,42719,3530,2.02,October,2021,,,,,,,,,
10/23/21,1634947200,42698,2902,2.02,October,2021,,,,,,,,,
10/24/21,1635033600,42669,3064,2.02,October,2021,,,,,,,,,
10/25/21,1635120000,42605,3142,2.03,October,2021,,,,,,,,,
10/26/21,1635206400,42777,3928,2.02,October,2021,,,,,,,,,
10/27/21,1635292800,42653,3095,2.03,October,2021,,,,,,,,,
10/28/21,1635379200,42607,2754,2.03,October,2021,,,,,,,,,
10/29/21,1635465600,42640,2610,2.03,October,2021,,,,,,,,,
10/30/21,1635552000,42592,2422,2.03,October,2021,,,,,,,,,
10/31/21,1635638400,42696,2578,2.02,October,2021,,,,,,,,,
11/1/21,1635724800,42533,2431,2.03,November,2021,,,,,,,,,
11/2/21,1635811200,42549,2634,2.03,November,2021,,,,,,,,,
11/3/21,1635897600,42309,2836,2.04,November,2021,,,,,,,,,
11/4/21,1635984000,42174,2939,2.05,November,2021,,,,,,,,,
11/5/21,1636070400,42082,3005,2.05,November,2021,,,,,,,,,
11/6/21,1636156800,41800,3088,2.07,November,2021,,,,,,,,,
11/7/21,1636243200,41900,2927,2.06,November,2021,,,,,,,,,
11/8/21,1636329600,42473,4769,2.03,November,2021,,,,,,,,,
11/9/21,1636416000,42147,4014,2.05,November,2021,,,,,,,,,
11/10/21,1636502400,42666,4015,2.03,November,2021,,,,,,,,,
11/11/21,1636588800,42427,3166,2.04,November,2021,,,,,,,,,
11/12/21,1636675200,42452,3054,2.04,November,2021,,,,,,,,,
11/13/21,1636761600,42710,4212,2.02,November,2021,,,,,,,,,
11/14/21,1636848000,42535,3466,2.03,November,2021,,,,,,,,,
11/15/21,1636934400,43042,4202,2.01,November,2021,,,,,,,,,
11/16/21,1637020800,43002,3967,2.01,November,2021,,,,,,,,,
11/17/21,1637107200,43073,4397,2.01,November,2021,,,,,,,,,
11/18/21,1637193600,43119,5124,2,November,2021,,,,,,,,,
11/19/21,1637280000,42894,4093,2.01,November,2021,,,,,,,,,
11/20/21,1637366400,43091,4583,2.01,November,2021,,,,,,,,,
11/21/21,1637452800,43141,5119,2,November,2021,,,,,,,,,
11/22/21,1637539200,43008,4786,2.01,November,2021,,,,,,,,,
11/23/21,1637625600,43076,4796,2.01,November,2021,,,,,,,,,
11/24/21,1637712000,43059,4795,2.01,November,2021,,,,,,,,,
11/25/21,1637798400,43010,5087,2.01,November,2021,,,,,,,,,
11/26/21,1637884800,42910,5557,2.01,November,2021,,,,,,,,,
11/27/21,1637971200,42731,4104,2.02,November,2021,,,,,,,,,
11/28/21,1638057600,43077,4190,2.01,November,2021,,,,,,,,,
11/29/21,1638144000,43071,4492,2.01,November,2021,,,,,,,,,
11/30/21,1638230400,42739,4438,2.02,November,2021,,,,,,,,,
12/1/21,1638316800,42996,4315,2.01,December,2021,,,,,,,,,
12/2/21,1638403200,42632,4429,2.03,December,2021,,,,,,,,,
12/3/21,1638489600,43185,5054,2,December,2021,,,,,,,,,
12/4/21,1638576000,43340,5380,1.99,December,2021,,,,,,,,,
12/5/21,1638662400,43161,4124,2,December,2021,,,,,,,,,
12/6/21,1638748800,43456,5240,1.99,December,2021,,,,,,,,,
12/7/21,1638835200,43153,4821,2,December,2021,,,,,,,,,
12/8/21,1638921600,43047,5745,2.01,December,2021,,,,,,,,,
12/9/21,1639008000,43210,5664,2,December,2021,,,,,,,,,
12/10/21,1639094400,43252,5363,2,December,2021,,,,,,,,,
12/11/21,1639180800,43083,4807,2.01,December,2021,,,,,,,,,
12/12/21,1639267200,43011,4778,2.01,December,2021,,,,,,,,,
12/13/21,1639353600,42959,5777,2.01,December,2021,,,,,,,,,
12/14/21,1639440000,43273,5885,2,December,2021,,,,,,,,,
12/15/21,1639526400,42706,5909,2.02,December,2021,,,,,,,,,
12/16/21,1639612800,43300,5677,2,December,2021,,,,,,,,,
12/17/21,1639699200,42953,6046,2.01,December,2021,,,,,,,,,
12/18/21,1639785600,42648,5433,2.03,December,2021,,,,,,,,,
12/19/21,1639872000,39497,5434,2.03,December,2021,,,,,,,,,
12/20/21,1639958400,42320,6730,2.04,December,2021,,,,,,,,,
12/21/21,1640044800,42126,6905,2.05,December,2021,,,,,,,,,
12/22/21,1640131200,42631,6967,2.03,December,2021,,,,,,,,,
12/23/21,1640217600,42869,6254,2.02,December,2021,,,,,,,,,
12/24/21,1640304000,42556,5166,2.03,December,2021,,,,,,,,,
12/25/21,1640390400,42524,3883,2.03,December,2021,,,,,,,,,
12/26/21,1640476800,42526,4243,2.03,December,2021,,,,,,,,,
12/27/21,1640563200,42647,5067,2.03,December,2021,,,,,,,,,
12/28/21,1640649600,42617,5439,2.03,December,2021,,,,,,,,,
12/29/21,1640736000,42906,4812,2.01,December,2021,,,,,,,,,
12/30/21,1640822400,42796,4673,2.02,December,2021,,,,,,,,,
12/31/21,1640908800,42698,4409,2.02,December,2021,,,,,,,,,
1/1/22,1640995200,42858,3995,2.02,January,2022,,,,,,,,,
1/2/22,1641081600,42888,5149,2.01,January,2022,,,,,,,,,
1/3/22,1641168000,42889,5339,2.01,January,2022,,,,,,,,,
1/4/22,1641254400,42862,5209,2.02,January,2022,,,,,,,,,
1/5/22,1641340800,42797,5724,2.02,January,2022,,,,,,,,,
1/6/22,1641427200,43029,5666,2.01,January,2022,,,,,,,,,
1/7/22,1641513600,43917,6834,1.97,January,2022,,,,,,,,,
1/8/22,1641600000,43167,5521,2,January,2022,,,,,,,,,
1/9/22,1641686400,43193,4805,2,January,2022,,,,,,,,,
1/10/22,1641772800,43465,5081,1.99,January,2022,,,,,,,,,
1/11/22,1641859200,43292,5194,2,January,2022,,,,,,,,,
1/12/22,1641945600,43542,5046,1.98,January,2022,,,,,,,,,
1/13/22,1642032000,43593,4559,1.98,January,2022,,,,,,,,,
1/14/22,1642118400,44227,5008,1.95,January,2022,,,,,,,,,
1/15/22,1642204800,44162,5422,1.96,January,2022,,,,,,,,,
1/16/22,1642291200,44028,6194,1.96,January,2022,,,,,,,,,
1/17/22,1642377600,43375,8078,1.99,January,2022,,,,,,,,,
1/18/22,1642464000,43216,5959,2,January,2022,,,,,,,,,
1/19/22,1642550400,43301,6179,2,January,2022,,,,,,,,,
1/20/22,1642636800,42628,5914,2.03,January,2022,,,,,,,,,
1/21/22,1642723200,43191,6656,2,January,2022,,,,,,,,,
1/22/22,1642809600,43745,6717,1.98,January,2022,,,,,,,,,
1/23/22,1642896000,43186,5622,2,January,2022,,,,,,,,,
1/24/22,1642982400,43917,5741,1.97,January,2022,,,,,,,,,
1/25/22,1643068800,43477,5607,1.99,January,2022,,,,,,,,,
1/26/22,1643155200,43721,7541,1.98,January,2022,,,,,,,,,
1/27/22,1643241600,43948,8926,1.97,January,2022,,,,,,,,,
1/28/22,1643328000,43442,6531,1.99,January,2022,,,,,,,,,
1/29/22,1643414400,43867,6806,1.97,January,2022,,,,,,,,,
1/30/22,1643500800,44394,5766,1.95,January,2022,,,,,,,,,
1/31/22,1643587200,42746,6684,2.02,January,2022,,,,,,,,,
2/1/22,1643673600,44265,6712,1.95,February,2022,,,,,,,,,
2/2/22,1643760000,44074,6339,1.96,February,2022,,,,,,,,,
2/3/22,1643846400,44008,6102,1.96,February,2022,,,,,,,,,
2/4/22,1643932800,43993,6274,1.96,February,2022,,,,,,,,,
2/5/22,1644019200,44023,5923,1.96,February,2022,,,,,,,,,
2/6/22,1644105600,43545,6605,1.98,February,2022,,,,,,,,,
2/7/22,1644192000,43380,7207,1.99,February,2022,,,,,,,,,
2/8/22,1644278400,43922,7345,1.97,February,2022,,,,,,,,,
2/9/22,1644364800,43260,6919,2,February,2022,,,,,,,,,
2/10/22,1644451200,42138,7440,2.05,February,2022,,,,,,,,,
2/11/22,1644537600,43701,7062,1.98,February,2022,,,,,,,,,
2/12/22,1644624000,44755,7309,1.93,February,2022,,,,,,,,,
2/13/22,1644710400,43150,6251,2,February,2022,,,,,,,,,
2/14/22,1644796800,42747,5947,2.02,February,2022,,,,,,,,,
2/15/22,1644883200,42712,6624,2.02,February,2022,,,,,,,,,
2/16/22,1644969600,42156,6748,2.05,February,2022,,,,,,,,,
2/17/22,1645056000,42116,6885,2.05,February,2022,,,,,,,,,
2/18/22,1645142400,42637,6410,2.03,February,2022,,,,,,,,,
2/19/22,1645228800,42683,6499,2.02,February,2022,,,,,,,,,
2/20/22,1645315200,42608,6726,2.03,February,2022,,,,,,,,,
2/21/22,1645401600,42385,7038,2.04,February,2022,,,,,,,,,
2/22/22,1645488000,42228,6932,2.05,February,2022,,,,,,,,,
2/23/22,1645574400,42377,6900,2.04,February,2022,,,,,,,,,
2/24/22,1645660800,42087,7295,2.05,February,2022,,,,,,,,,
2/25/22,1645747200,42289,6683,2.04,February,2022,,,,,,,,,
2/26/22,1645833600,42430,6263,2.04,February,2022,,,,,,,,,
2/27/22,1645920000,42696,6448,2.02,February,2022,,,,,,,,,
2/28/22,1646006400,42194,6838,2.05,February,2022,,,,,,,,,
3/1/22,1646092800,42132,6960,2.05,March,2022,,,,,,,,,
3/2/22,1646179200,42636,6996,2.03,March,2022,,,,,,,,,
3/3/22,1646265600,42954,6889,2.01,March,2022,,,,,,,,,
3/4/22,1646352000,42970,6801,2.01,March,2022,,,,,,,,,
3/5/22,1646438400,43054,6329,2.01,March,2022,,,,,,,,,
3/6/22,1646524800,43402,6231,1.99,March,2022,,,,,,,,,
3/7/22,1646611200,42675,5708,2.02,March,2022,,,,,,,,,
3/8/22,1646697600,42548,5417,2.03,March,2022,,,,,,,,,
3/9/22,1646784000,42801,5676,2.02,March,2022,,,,,,,,,
3/10/22,1646870400,42326,5680,2.04,March,2022,,,,,,,,,
3/11/22,1646956800,40175,6285,2.15,March,2022,,,,,,,,,
3/12/22,1647043200,42618,5692,2.03,March,2022,,,,,,,,,
3/13/22,1647129600,42102,5900,2.05,March,2022,,,,,,,,,
3/14/22,1647216000,42387,6393,2.04,March,2022,,,,,,,,,
3/15/22,1647302400,41558,6632,2.08,March,2022,,,,,,,,,
3/16/22,1647388800,41299,6091,2.09,March,2022,,,,,,,,,
3/17/22,1647475200,40510,6244,2.13,March,2022,,,,,,,,,
3/18/22,1647561600,41504,6072,2.08,March,2022,,,,,,,,,
3/19/22,1647648000,41931,5943,2.06,March,2022,,,,,,,,,
3/20/22,1647734400,42025,5563,2.06,March,2022,,,,,,,,,
3/21/22,1647820800,41937,5977,2.06,March,2022,,,,,,,,,
3/22/22,1647907200,41940,6068,2.06,March,2022,,,,,,,,,
3/23/22,1647993600,42111,6053,2.05,March,2022,,,,,,,,,
3/24/22,1648080000,42445,6136,2.04,March,2022,,,,,,,,,
3/25/22,1648166400,42478,6060,2.03,March,2022,,,,,,,,,
3/26/22,1648252800,42469,5692,2.03,March,2022,,,,,,,,,
3/27/22,1648339200,42564,5685,2.03,March,2022,,,,,,,,,
3/28/22,1648425600,42549,6251,2.03,March,2022,,,,,,,,,
3/29/22,1648512000,42537,6196,2.03,March,2022,,,,,,,,,
3/30/22,1648598400,42594,6207,2.03,March,2022,,,,,,,,,
3/31/22,1648684800,42605,6337,2.03,March,2022,,,,,,,,,
4/1/22,1648771200,42478,6110,2.03,April,2022,,,,,,,,,
4/2/22,1648857600,42592,6218,2.03,April,2022,,,,,,,,,
4/3/22,1648944000,41996,6025,2.06,April,2022,,,,,,,,,
4/4/22,1649030400,41729,6157,2.07,April,2022,,,,,,,,,
4/5/22,1649116800,41087,6066,2.1,April,2022,,,,,,,,,
4/6/22,1649203200,42763,6026,2.02,April,2022,,,,,,,,,
4/7/22,1649289600,42690,5843,2.02,April,2022,,,,,,,,,
4/8/22,1649376000,42676,5888,2.02,April,2022,,,,,,,,,
4/9/22,1649462400,42729,5690,2.02,April,2022,,,,,,,,,
4/10/22,1649548800,42534,5609,2.03,April,2022,,,,,,,,,
4/11/22,1649635200,42798,5829,2.02,April,2022,,,,,,,,,
4/12/22,1649721600,42812,5752,2.02,April,2022,,,,,,,,,
4/13/22,1649808000,42743,5789,2.02,April,2022,,,,,,,,,
4/14/22,1649894400,43198,5809,2,April,2022,,,,,,,,,
4/15/22,1649980800,42741,5784,2.02,April,2022,,,,,,,,,
4/16/22,1650067200,43951,5670,1.97,April,2022,,,,,,,,,
4/17/22,1650153600,42866,5543,2.02,April,2022,,,,,,,,,
4/18/22,1650240000,42668,5438,2.02,April,2022,,,,,,,,,
4/19/22,1650326400,42806,5518,2.02,April,2022,,,,,,,,,
4/20/22,1650412800,42969,5773,2.01,April,2022,,,,,,,,,
4/21/22,1650499200,42755,5680,2.02,April,2022,,,,,,,,,
4/22/22,1650585600,42853,5610,2.02,April,2022,,,,,,,,,
4/23/22,1650672000,42910,5625,2.01,April,2022,,,,,,,,,
4/24/22,1650758400,42882,5525,2.01,April,2022,,,,,,,,,
4/25/22,1650844800,42899,5768,2.01,April,2022,,,,,,,,,
4/26/22,1650931200,43057,5684,2.01,April,2022,,,,,,,,,
4/27/22,1651017600,42809,5672,2.02,April,2022,,,,,,,,,
4/28/22,1651104000,42225,5616,2.05,April,2022,,,,,,,,,
4/29/22,1651190400,41770,5728,2.07,April,2022,,,,,,,,,
4/30/22,1651276800,41947,5807,2.06,April,2022,,,,,,,,,
5/1/22,1651363200,42158,5804,2.05,May,2022,,,,,,,,,
5/2/22,1651449600,42120,6161,2.05,May,2022,,,,,,,,,
5/3/22,1651536000,41942,6577,2.06,May,2022,,,,,,,,,
5/4/22,1651622400,42130,6544,2.05,May,2022,,,,,,,,,
5/5/22,1651708800,41799,6117,2.07,May,2022,,,,,,,,,
5/6/22,1651795200,42008,6374,2.06,May,2022,,,,,,,,,
5/7/22,1651881600,40996,5897,2.11,May,2022,,,,,,,,,
5/8/22,1651968000,40995,5835,2.11,May,2022,,,,,,,,,
5/9/22,1652054400,42256,6471,2.04,May,2022,,,,,,,,,
5/10/22,1652140800,42570,6670,2.03,May,2022,,,,,,,,,
5/11/22,1652227200,43188,8379,2,May,2022,,,,,,,,,
5/12/22,1652313600,43565,8800,1.98,May,2022,,,,,,,,,
5/13/22,1652400000,43213,6920,2,May,2022,,,,,,,,,
5/14/22,1652486400,43178,5056,2,May,2022,,,,,,,,,
5/15/22,1652572800,43140,4301,2,May,2022,,,,,,,,,
5/16/22,1652659200,43193,4195,2,May,2022,,,,,,,,,
5/17/22,1652745600,42971,3734,2.01,May,2022,,,,,,,,,
5/18/22,1652832000,42882,4165,2.01,May,2022,,,,,,,,,
5/19/22,1652918400,43318,4121,1.99,May,2022,,,,,,,,,
5/20/22,1653004800,43332,4353,1.99,May,2022,,,,,,,,,
5/21/22,1653091200,43013,3520,2.01,May,2022,,,,,,,,,
5/22/22,1653177600,43074,2760,2.01,May,2022,,,,,,,,,
5/23/22,1653264000,42646,3197,2.03,May,2022,,,,,,,,,
5/24/22,1653350400,42908,2789,2.01,May,2022,,,,,,,,,
5/25/22,1653436800,43024,2916,2.01,May,2022,,,,,,,,,
5/26/22,1653523200,43168,3658,2,May,2022,,,,,,,,,
5/27/22,1653609600,43422,3707,1.99,May,2022,,,,,,,,,
5/28/22,1653696000,42768,2801,2.02,May,2022,,,,,,,,,
5/29/22,1653782400,42893,2595,2.01,May,2022,,,,,,,,,
5/30/22,1653868800,43079,3138,2.01,May,2022,,,,,,,,,
5/31/22,1653955200,43205,3008,2,May,2022,,,,,,,,,
6/1/22,1654041600,43146,2987,2,June,2022,,,,,,,,,
6/2/22,1654128000,43022,2913,2.01,June,2022,,,,,,,,,
6/3/22,1654214400,43057,2726,2.01,June,2022,,,,,,,,,
6/4/22,1654300800,42971,2283,2.01,June,2022,,,,,,,,,
6/5/22,1654387200,42937,2313,2.01,June,2022,,,,,,,,,
6/6/22,1654473600,42221,2834,2.05,June,2022,,,,,,,,,
6/7/22,1654560000,43244,2802,2,June,2022,,,,,,,,,
6/8/22,1654646400,43035,2518,2.01,June,2022,,,,,,,,,
6/9/22,1654732800,42911,2357,2.01,June,2022,,,,,,,,,
6/10/22,1654819200,43079,2579,2.01,June,2022,,,,,,,,,
6/11/22,1654905600,43185,2827,2,June,2022,,,,,,,,,
6/12/22,1654992000,43494,3412,1.99,June,2022,,,,,,,,,
6/13/22,1655078400,44666,5931,1.93,June,2022,,,,,,,,,
6/14/22,1655164800,43915,3799,1.97,June,2022,,,,,,,,,
6/15/22,1655251200,44067,4032,1.96,June,2022,,,,,,,,,
6/16/22,1655337600,43366,3185,1.99,June,2022,,,,,,,,,
6/17/22,1655424000,43255,2655,2,June,2022,,,,,,,,,
6/18/22,1655510400,43791,3989,1.97,June,2022,,,,,,,,,
6/19/22,1655596800,43433,3131,1.99,June,2022,,,,,,,,,
6/20/22,1655683200,43246,3219,2,June,2022,,,,,,,,,
6/21/22,1655769600,43142,2978,2,June,2022,,,,,,,,,
6/22/22,1655856000,43205,2745,2,June,2022,,,,,,,,,
6/23/22,1655942400,43187,3288,2,June,2022,,,,,,,,,
6/24/22,1656028800,43316,3533,1.99,June,2022,,,,,,,,,
6/25/22,1656115200,43166,2901,2,June,2022,,,,,,,,,
6/26/22,1656201600,43118,2739,2,June,2022,,,,,,,,,
6/27/22,1656288000,43129,2896,2,June,2022,,,,,,,,,
6/28/22,1656374400,43182,2827,2,June,2022,,,,,,,,,
6/29/22,1656460800,43156,3187,2,June,2022,,,,,,,,,
6/30/22,1656547200,43186,3311,2,June,2022,,,,,,,,,
7/1/22,1656633600,43091,2980,2.01,July,2022,,,,,,,,,
7/2/22,1656720000,43028,2758,2.01,July,2022,,,,,,,,,
7/3/22,1656806400,43070,2915,2.01,July,2022,,,,,,,,,
7/4/22,1656892800,42926,2911,2.01,July,2022,,,,,,,,,
7/5/22,1656979200,42916,2609,2.01,July,2022,,,,,,,,,
7/6/22,1657065600,43055,2651,2.01,July,2022,,,,,,,,,
7/7/22,1657152000,42987,3008,2.01,July,2022,,,,,,,,,
7/8/22,1657238400,42996,2646,2.01,July,2022,,,,,,,,,
7/9/22,1657324800,42724,2078,2.02,July,2022,,,,,,,,,
7/10/22,1657411200,42669,2177,2.02,July,2022,,,,,,,,,
7/11/22,1657497600,42915,2471,2.01,July,2022,,,,,,,,,
7/12/22,1657584000,42889,2529,2.01,July,2022,,,,,,,,,
7/13/22,1657670400,43097,2672,2,July,2022,,,,,,,,,
7/14/22,1657756800,42935,2628,2.01,July,2022,,,,,,,,,
7/15/22,1657843200,42952,2501,2.01,July,2022,,,,,,,,,
7/16/22,1657929600,42767,2339,2.02,July,2022,,,,,,,,,
7/17/22,1658016000,42857,2329,2.02,July,2022,,,,,,,,,
7/18/22,1658102400,43069,3226,2.01,July,2022,,,,,,,,,
7/19/22,1658188800,43156,3210,2,July,2022,,,,,,,,,
7/20/22,1658275200,43065,3035,2.01,July,2022,,,,,,,,,
7/21/22,1658361600,42989,2687,2.01,July,2022,,,,,,,,,
7/22/22,1658448000,42919,2519,2.01,July,2022,,,,,,,,,
7/23/22,1658534400,42088,2298,2.05,July,2022,,,,,,,,,
7/24/22,1658620800,41564,2507,2.08,July,2022,,,,,,,,,
7/25/22,1658707200,41568,2864,2.08,July,2022,,,,,,,,,
7/26/22,1658793600,41347,2676,2.09,July,2022,,,,,,,,,
7/27/22,1658880000,41461,2744,2.08,July,2022,,,,,,,,,
7/28/22,1658966400,41554,2898,2.08,July,2022,,,,,,,,,
7/29/22,1659052800,41768,2835,2.07,July,2022,,,,,,,,,
7/30/22,1659139200,41814,2630,2.07,July,2022,,,,,,,,,
7/31/22,1659225600,41634,2417,2.08,July,2022,,,,,,,,,
8/1/22,1659312000,41591,2623,2.08,August,2022,,,,,,,,,
8/2/22,1659398400,42264,2660,2.04,August,2022,,,,,,,,,
8/3/22,1659484800,42903,2577,2.01,August,2022,,,,,,,,,
8/4/22,1659571200,42943,2455,2.01,August,2022,,,,,,,,,
8/5/22,1659657600,42468,2460,2.03,August,2022,,,,,,,,,
8/6/22,1659744000,42834,2350,2.02,August,2022,,,,,,,,,
8/7/22,1659830400,42783,2525,2.02,August,2022,,,,,,,,,
8/8/22,1659916800,43009,2816,2.01,August,2022,,,,,,,,,
8/9/22,1660003200,42827,2532,2.02,August,2022,,,,,,,,,
8/10/22,1660089600,42962,2757,2.01,August,2022,,,,,,,,,
8/11/22,1660176000,42985,2522,2.01,August,2022,,,,,,,,,
8/12/22,1660262400,42906,2217,2.01,August,2022,,,,,,,,,
8/13/22,1660348800,42908,2203,2.01,August,2022,,,,,,,,,
8/14/22,1660435200,42740,2109,2.02,August,2022,,,,,,,,,
8/15/22,1660521600,42978,2453,2.01,August,2022,,,,,,,,,
8/16/22,1660608000,42544,2318,2.03,August,2022,,,,,,,,,
8/17/22,1660694400,42131,2378,2.05,August,2022,,,,,,,,,
8/18/22,1660780800,42054,2410,2.05,August,2022,,,,,,,,,
8/19/22,1660867200,42727,3042,2.02,August,2022,,,,,,,,,
8/20/22,1660953600,42798,2318,2.02,August,2022,,,,,,,,,
8/21/22,1661040000,42786,2196,2.02,August,2022,,,,,,,,,
8/22/22,1661126400,42644,2362,2.03,August,2022,,,,,,,,,
8/23/22,1661212800,42841,2532,2.02,August,2022,,,,,,,,,
8/24/22,1661299200,42493,2214,2.03,August,2022,,,,,,,,,
8/25/22,1661385600,42650,2189,2.03,August,2022,,,,,,,,,
8/26/22,1661472000,42705,2653,2.02,August,2022,,,,,,,,,
8/27/22,1661558400,42852,2460,2.02,August,2022,,,,,,,,,
8/28/22,1661644800,42698,2249,2.02,August,2022,,,,,,,,,
8/29/22,1661731200,42695,2806,2.02,August,2022,,,,,,,,,
8/30/22,1661817600,42951,2614,2.01,August,2022,,,,,,,,,
8/31/22,1661904000,42975,2618,2.01,August,2022,,,,,,,,,
9/1/22,1661990400,42928,2596,2.01,September,2022,,,,,,,,,
9/2/22,1662076800,42808,2234,2.02,September,2022,,,,,,,,,
9/3/22,1662163200,42357,1873,2.04,September,2022,,,,,,,,,
9/4/22,1662249600,42210,1945,2.05,September,2022,,,,,,,,,
9/5/22,1662336000,31776,2683,2.72,September,2022,,,,,,,,,
9/6/22,1662422400,40892,2584,2.11,September,2022,,,,,,,,,
9/7/22,1662508800,36413,2492,2.37,September,2022,,,,,,,,,
9/8/22,1662595200,35840,2481,2.41,September,2022,,,,,,,,,
9/9/22,1662681600,26208,3666,3.3,September,2022,,,,,,,,,
9/10/22,1662768000,25126,3273,3.44,September,2022,,,,,,,,,
9/11/22,1662854400,33666,2521,2.57,September,2022,,,,,,,,,
9/12/22,1662940800,34261,3201,2.52,September,2022,,,,,,,,,
9/13/22,1663027200,34177,3512,2.53,September,2022,,,,,,,,,
9/14/22,1663113600,33797,2818,2.56,September,2022,,,,,,,,,
9/15/22,1663200000,34268,2947,2.52,September,2022,,,,,,,,,
9/16/22,1663286400,33705,2708,2.56,September,2022,,,,,,,,,
9/17/22,1663372800,32979,2623,2.62,September,2022,,,,,,,,,
9/18/22,1663459200,33344,3095,2.59,September,2022,,,,,,,,,
9/19/22,1663545600,34234,3080,2.52,September,2022,,,,,,,,,
9/20/22,1663632000,33875,2532,2.55,September,2022,,,,,,,,,
9/21/22,1663718400,33489,3026,2.58,September,2022,,,,,,,,,
9/22/22,1663804800,38112,2716,2.27,September,2022,,,,,,,,,
9/23/22,1663891200,40780,2561,2.12,September,2022,,,,,,,,,
9/24/22,1663977600,41219,2046,2.1,September,2022,,,,,,,,,
9/25/22,1664064000,41496,2039,2.08,September,2022,,,,,,,,,
9/26/22,1664150400,41642,2397,2.07,September,2022,,,,,,,,,
9/27/22,1664236800,42043,3049,2.06,September,2022,,,,,,,,,
9/28/22,1664323200,41956,2527,2.06,September,2022,,,,,,,,,
9/29/22,1664409600,42158,2509,2.05,September,2022,,,,,,,,,
9/30/22,1664496000,42021,2429,2.06,September,2022,,,,,,,,,
10/1/22,1664582400,41692,1969,2.07,October,2022,,,,,,,,,
10/2/22,1664668800,41620,2036,2.08,October,2022,,,,,,,,,
10/3/22,1664755200,41784,2263,2.07,October,2022,,,,,,,,,
10/4/22,1664841600,41593,2100,2.08,October,2022,,,,,,,,,
10/5/22,1664928000,41733,2382,2.07,October,2022,,,,,,,,,