Date(UTC),UnixTimeStamp,Transaction Fee (Gwei),Month,Year,Transaction Fee in MATIC,,,,,
5/31/20,1590883200,0,May,2020,0,,,,,
6/1/20,1590969600,0,June,2020,0,,,,Row Labels,Sum of Transaction Fee in MATIC
6/2/20,1591056000,0,June,2020,0,,,,2020,752.4039642
6/3/20,1591142400,0,June,2020,0,,,,May,0
6/4/20,1591228800,0,June,2020,0,,,,June,0.015817515
6/5/20,1591315200,0,June,2020,0,,,,July,1.392117653
6/6/20,1591401600,0,June,2020,0,,,,August,15.63089655
6/7/20,1591488000,0,June,2020,0,,,,September,81.40531391
6/8/20,1591574400,0,June,2020,0,,,,October,141.7421304
6/9/20,1591660800,0,June,2020,0,,,,November,96.06633362
6/10/20,1591747200,0,June,2020,0,,,,December,416.1513545
6/11/20,1591833600,0,June,2020,0,,,,2021,145593.359
6/12/20,1591920000,164541,June,2020,0.000164541,,,,January,408.1477579
6/13/20,1592006400,0,June,2020,0,,,,February,541.4181263
6/14/20,1592092800,0,June,2020,0,,,,March,1286.419219
6/15/20,1592179200,75792,June,2020,0.000075792,,,,April,2167.779039
6/16/20,1592265600,31027,June,2020,0.000031027,,,,May,11919.96438
6/17/20,1592352000,0,June,2020,0,,,,June,19433.72325
6/18/20,1592438400,353970,June,2020,0.00035397,,,,July,19512.72118
6/19/20,1592524800,341692,June,2020,0.000341692,,,,August,19177.07047
6/20/20,1592611200,1334119,June,2020,0.001334119,,,,September,21028.46722
6/21/20,1592697600,335828,June,2020,0.000335828,,,,October,16314.86521
6/22/20,1592784000,0,June,2020,0,,,,November,17108.09878
6/23/20,1592870400,187308,June,2020,0.000187308,,,,December,16694.68439
6/24/20,1592956800,0,June,2020,0,,,,2022,131478.1107
6/25/20,1593043200,0,June,2020,0,,,,January,15507.92578
6/26/20,1593129600,0,June,2020,0,,,,February,13354.96694
6/27/20,1593216000,21000,June,2020,0.000021,,,,March,13451.1957
6/28/20,1593302400,0,June,2020,0,,,,April,15576.61325
6/29/20,1593388800,31091,June,2020,0.000031091,,,,May,16902.91966
6/30/20,1593475200,12941147,June,2020,0.012941147,,,,June,15927.64379
7/1/20,1593561600,0,July,2020,0,,,,July,15859.39741
7/2/20,1593648000,69027,July,2020,0.000069027,,,,August,15200.58372
7/3/20,1593734400,15056033,July,2020,0.015056033,,,,September,9696.864446
7/4/20,1593820800,67689,July,2020,0.000067689,,,,Grand Total,277823.8737
7/5/20,1593907200,51849,July,2020,0.000051849,,,,,
7/6/20,1593993600,1070812,July,2020,0.001070812,,,,,
7/7/20,1594080000,15598417,July,2020,0.015598417,,,,,
7/8/20,1594166400,1773566,July,2020,0.001773566,,,,,
7/9/20,1594252800,4902112,July,2020,0.004902112,,,,,
7/10/20,1594339200,0,July,2020,0,,,,,
7/11/20,1594425600,3934749,July,2020,0.003934749,,,,,
7/12/20,1594512000,424991,July,2020,0.000424991,,,,,
7/13/20,1594598400,168317,July,2020,0.000168317,,,,,
7/14/20,1594684800,0,July,2020,0,,,,,
7/15/20,1594771200,160320,July,2020,0.00016032,,,,,
7/16/20,1594857600,15836981,July,2020,0.015836981,,,,,
7/17/20,1594944000,11914088,July,2020,0.011914088,,,,,
7/18/20,1595030400,63000,July,2020,0.000063,,,,,
7/19/20,1595116800,160614068,July,2020,0.160614068,,,,,
7/20/20,1595203200,131508483,July,2020,0.131508483,,,,,
7/21/20,1595289600,70024442,July,2020,0.070024442,,,,,
7/22/20,1595376000,50585628,July,2020,0.050585628,,,,,
7/23/20,1595462400,162576691,July,2020,0.162576691,,,,,
7/24/20,1595548800,218014018,July,2020,0.218014018,,,,,
7/25/20,1595635200,42982385,July,2020,0.042982385,,,,,
7/26/20,1595721600,68257913,July,2020,0.068257913,,,,,
7/27/20,1595808000,243382454,July,2020,0.243382454,,,,,
7/28/20,1595894400,46321749,July,2020,0.046321749,,,,,
7/29/20,1595980800,29843012,July,2020,0.029843012,,,,,
7/30/20,1596067200,56875739,July,2020,0.056875739,,,,,
7/31/20,1596153600,40039120,July,2020,0.04003912,,,,,
8/1/20,1596240000,123129720,August,2020,0.12312972,,,,,
8/2/20,1596326400,32272331,August,2020,0.032272331,,,,,
8/3/20,1596412800,253732979,August,2020,0.253732979,,,,,
8/4/20,1596499200,160779546,August,2020,0.160779546,,,,,
8/5/20,1596585600,218766463,August,2020,0.218766463,,,,,
8/6/20,1596672000,153503852,August,2020,0.153503852,,,,,
8/7/20,1596758400,155051514,August,2020,0.155051514,,,,,
8/8/20,1596844800,134246485,August,2020,0.134246485,,,,,
8/9/20,1596931200,124999511,August,2020,0.124999511,,,,,
8/10/20,1597017600,147945000,August,2020,0.147945,,,,,
8/11/20,1597104000,164695174,August,2020,0.164695174,,,,,
8/12/20,1597190400,154951355,August,2020,0.154951355,,,,,
8/13/20,1597276800,7744949312,August,2020,7.744949312,,,,,
8/14/20,1597363200,189845102,August,2020,0.189845102,,,,,
8/15/20,1597449600,214615743,August,2020,0.214615743,,,,,
8/16/20,1597536000,288033100,August,2020,0.2880331,,,,,
8/17/20,1597622400,1127765993,August,2020,1.127765993,,,,,
8/18/20,1597708800,364540239,August,2020,0.364540239,,,,,
8/19/20,1597795200,294458856,August,2020,0.294458856,,,,,
8/20/20,1597881600,530629826,August,2020,0.530629826,,,,,
8/21/20,1597968000,329189148,August,2020,0.329189148,,,,,
8/22/20,1598054400,142334912,August,2020,0.142334912,,,,,
8/23/20,1598140800,230673920,August,2020,0.23067392,,,,,
8/24/20,1598227200,200727401,August,2020,0.200727401,,,,,
8/25/20,1598313600,220092294,August,2020,0.220092294,,,,,
8/26/20,1598400000,287288975,August,2020,0.287288975,,,,,
8/27/20,1598486400,310419020,August,2020,0.31041902,,,,,
8/28/20,1598572800,422534404,August,2020,0.422534404,,,,,
8/29/20,1598659200,234241435,August,2020,0.234241435,,,,,
8/30/20,1598745600,369240391,August,2020,0.369240391,,,,,
8/31/20,1598832000,305242549,August,2020,0.305242549,,,,,
9/1/20,1598918400,336143392,September,2020,0.336143392,,,,,
9/2/20,1599004800,735811202,September,2020,0.735811202,,,,,
9/3/20,1599091200,1481030491,September,2020,1.481030491,,,,,
9/4/20,1599177600,424266753,September,2020,0.424266753,,,,,
9/5/20,1599264000,431792211,September,2020,0.431792211,,,,,
9/6/20,1599350400,307656324,September,2020,0.307656324,,,,,
9/7/20,1599436800,470724205,September,2020,0.470724205,,,,,
9/8/20,1599523200,2595106631,September,2020,2.595106631,,,,,
9/9/20,1599609600,429190511,September,2020,0.429190511,,,,,
9/10/20,1599696000,4384415404,September,2020,4.384415404,,,,,
9/11/20,1599782400,542020054,September,2020,0.542020054,,,,,
9/12/20,1599868800,579125484,September,2020,0.579125484,,,,,
9/13/20,1599955200,804103754,September,2020,0.804103754,,,,,
9/14/20,1600041600,939724331,September,2020,0.939724331,,,,,
9/15/20,1600128000,868494220,September,2020,0.86849422,,,,,
9/16/20,1600214400,678213808,September,2020,0.678213808,,,,,
9/17/20,1600300800,408917491,September,2020,0.408917491,,,,,
9/18/20,1600387200,384787548,September,2020,0.384787548,,,,,
9/19/20,1600473600,2387550222,September,2020,2.387550222,,,,,
9/20/20,1600560000,687786821,September,2020,0.687786821,,,,,
9/21/20,1600646400,657557553,September,2020,0.657557553,,,,,
9/22/20,1600732800,990324629,September,2020,0.990324629,,,,,
9/23/20,1600819200,4077844522,September,2020,4.077844522,,,,,
9/24/20,1600905600,1353913571,September,2020,1.353913571,,,,,
9/25/20,1600992000,15461780580,September,2020,15.46178058,,,,,
9/26/20,1601078400,5693277611,September,2020,5.693277611,,,,,
9/27/20,1601164800,8649282495,September,2020,8.649282495,,,,,
9/28/20,1601251200,9857549827,September,2020,9.857549827,,,,,
9/29/20,1601337600,7357324285,September,2020,7.357324285,,,,,
9/30/20,1601424000,7429597982,September,2020,7.429597982,,,,,
10/1/20,1601510400,6811401541,October,2020,6.811401541,,,,,
10/2/20,1601596800,5657769173,October,2020,5.657769173,,,,,
10/3/20,1601683200,5682880360,October,2020,5.68288036,,,,,
10/4/20,1601769600,10170070868,October,2020,10.17007087,,,,,
10/5/20,1601856000,9154696086,October,2020,9.154696086,,,,,
10/6/20,1601942400,7680408268,October,2020,7.680408268,,,,,
10/7/20,1602028800,8546615301,October,2020,8.546615301,,,,,
10/8/20,1602115200,9447307768,October,2020,9.447307768,,,,,
10/9/20,1602201600,7815866646,October,2020,7.815866646,,,,,
10/10/20,1602288000,9295380958,October,2020,9.295380958,,,,,
10/11/20,1602374400,10052248253,October,2020,10.05224825,,,,,
10/12/20,1602460800,6323044413,October,2020,6.323044413,,,,,
10/13/20,1602547200,6591629165,October,2020,6.591629165,,,,,
10/14/20,1602633600,5256795865,October,2020,5.256795865,,,,,
10/15/20,1602720000,2247410072,October,2020,2.247410072,,,,,
10/16/20,1602806400,2588425869,October,2020,2.588425869,,,,,
10/17/20,1602892800,2347282437,October,2020,2.347282437,,,,,
10/18/20,1602979200,2662411894,October,2020,2.662411894,,,,,
10/19/20,1603065600,1713360096,October,2020,1.713360096,,,,,
10/20/20,1603152000,1415004695,October,2020,1.415004695,,,,,
10/21/20,1603238400,1598340388,October,2020,1.598340388,,,,,
10/22/20,1603324800,1820332142,October,2020,1.820332142,,,,,
10/23/20,1603411200,2400568601,October,2020,2.400568601,,,,,
10/24/20,1603497600,1910711809,October,2020,1.910711809,,,,,
10/25/20,1603584000,1778614693,October,2020,1.778614693,,,,,
10/26/20,1603670400,1464781185,October,2020,1.464781185,,,,,
10/27/20,1603756800,1482840912,October,2020,1.482840912,,,,,
10/28/20,1603843200,1605782266,October,2020,1.605782266,,,,,
10/29/20,1603929600,2006842671,October,2020,2.006842671,,,,,
10/30/20,1604016000,2069694382,October,2020,2.069694382,,,,,
10/31/20,1604102400,2143611638,October,2020,2.143611638,,,,,
11/1/20,1604188800,2077340131,November,2020,2.077340131,,,,,
11/2/20,1604275200,1613552851,November,2020,1.613552851,,,,,
11/3/20,1604361600,2259257773,November,2020,2.259257773,,,,,
11/4/20,1604448000,4486256007,November,2020,4.486256007,,,,,
11/5/20,1604534400,6138608287,November,2020,6.138608287,,,,,
11/6/20,1604620800,7640675574,November,2020,7.640675574,,,,,
11/7/20,1604707200,2555620250,November,2020,2.55562025,,,,,
11/8/20,1604793600,2428871598,November,2020,2.428871598,,,,,
11/9/20,1604880000,2969242232,November,2020,2.969242232,,,,,
11/10/20,1604966400,3388817056,November,2020,3.388817056,,,,,
11/11/20,1605052800,2528226896,November,2020,2.528226896,,,,,
11/12/20,1605139200,2930585809,November,2020,2.930585809,,,,,
11/13/20,1605225600,2967972260,November,2020,2.96797226,,,,,
11/14/20,1605312000,2508784145,November,2020,2.508784145,,,,,
11/15/20,1605398400,2408772078,November,2020,2.408772078,,,,,
11/16/20,1605484800,2527004864,November,2020,2.527004864,,,,,
11/17/20,1605571200,2044304712,November,2020,2.044304712,,,,,
11/18/20,1605657600,2586470545,November,2020,2.586470545,,,,,
11/19/20,1605744000,2445384458,November,2020,2.445384458,,,,,
11/20/20,1605830400,2461232601,November,2020,2.461232601,,,,,
11/21/20,1605916800,2520320951,November,2020,2.520320951,,,,,
11/22/20,1606003200,2939578075,November,2020,2.939578075,,,,,
11/23/20,1606089600,3023931040,November,2020,3.02393104,,,,,
11/24/20,1606176000,3115738730,November,2020,3.11573873,,,,,
11/25/20,1606262400,3502095245,November,2020,3.502095245,,,,,
11/26/20,1606348800,4251497999,November,2020,4.251497999,,,,,
11/27/20,1606435200,3907339073,November,2020,3.907339073,,,,,
11/28/20,1606521600,3437634349,November,2020,3.437634349,,,,,
11/29/20,1606608000,3003003837,November,2020,3.003003837,,,,,
11/30/20,1606694400,5398214194,November,2020,5.398214194,,,,,
12/1/20,1606780800,7305075927,December,2020,7.305075927,,,,,
12/2/20,1606867200,19712947510,December,2020,19.71294751,,,,,
12/3/20,1606953600,19845705220,December,2020,19.84570522,,,,,
12/4/20,1607040000,16954035461,December,2020,16.95403546,,,,,
12/5/20,1607126400,16939976595,December,2020,16.9399766,,,,,
12/6/20,1607212800,16320463976,December,2020,16.32046398,,,,,
12/7/20,1607299200,15060870343,December,2020,15.06087034,,,,,
12/8/20,1607385600,15229517547,December,2020,15.22951755,,,,,
12/9/20,1607472000,29900148801,December,2020,29.9001488,,,,,
12/10/20,1607558400,13886416968,December,2020,13.88641697,,,,,
12/11/20,1607644800,16719660932,December,2020,16.71966093,,,,,
12/12/20,1607731200,16417854076,December,2020,16.41785408,,,,,
12/13/20,1607817600,16137702211,December,2020,16.13770221,,,,,
12/14/20,1607904000,16674110162,December,2020,16.67411016,,,,,
12/15/20,1607990400,18437225754,December,2020,18.43722575,,,,,
12/16/20,1608076800,17778071023,December,2020,17.77807102,,,,,
12/17/20,1608163200,17146379764,December,2020,17.14637976,,,,,
12/18/20,1608249600,14209969308,December,2020,14.20996931,,,,,
12/19/20,1608336000,8714183608,December,2020,8.714183608,,,,,
12/20/20,1608422400,8817098331,December,2020,8.817098331,,,,,
12/21/20,1608508800,8860052599,December,2020,8.860052599,,,,,
12/22/20,1608595200,9241038135,December,2020,9.241038135,,,,,
12/23/20,1608681600,10093512149,December,2020,10.09351215,,,,,
12/24/20,1608768000,9339258014,December,2020,9.339258014,,,,,
12/25/20,1608854400,7854663271,December,2020,7.854663271,,,,,
12/26/20,1608940800,7779811044,December,2020,7.779811044,,,,,
12/27/20,1609027200,9040182151,December,2020,9.040182151,,,,,
12/28/20,1609113600,8271007860,December,2020,8.27100786,,,,,
12/29/20,1609200000,8140789070,December,2020,8.14078907,,,,,
12/30/20,1609286400,8071324963,December,2020,8.071324963,,,,,
12/31/20,1609372800,7252301776,December,2020,7.252301776,,,,,
1/1/21,1609459200,7674109525,January,2021,7.674109525,,,,,
1/2/21,1609545600,8256209677,January,2021,8.256209677,,,,,
1/3/21,1609632000,8418298338,January,2021,8.418298338,,,,,
1/4/21,1609718400,9118576885,January,2021,9.118576885,,,,,
1/5/21,1609804800,8971946697,January,2021,8.971946697,,,,,
1/6/21,1609891200,8921573890,January,2021,8.92157389,,,,,
1/7/21,1609977600,8526114195,January,2021,8.526114195,,,,,
1/8/21,1610064000,9264710429,January,2021,9.264710429,,,,,
1/9/21,1610150400,8256296234,January,2021,8.256296234,,,,,
1/10/21,1610236800,9309511558,January,2021,9.309511558,,,,,
1/11/21,1610323200,10782502670,January,2021,10.78250267,,,,,
1/12/21,1610409600,11070281225,January,2021,11.07028123,,,,,
1/13/21,1610496000,12100504663,January,2021,12.10050466,,,,,
1/14/21,1610582400,12712980652,January,2021,12.71298065,,,,,
1/15/21,1610668800,10971508033,January,2021,10.97150803,,,,,
1/16/21,1610755200,8547931899,January,2021,8.547931899,,,,,
1/17/21,1610841600,8652547758,January,2021,8.652547758,,,,,
1/18/21,1610928000,13731456448,January,2021,13.73145645,,,,,
1/19/21,1611014400,19387684874,January,2021,19.38768487,,,,,
1/20/21,1611100800,18532526556,January,2021,18.53252656,,,,,
1/21/21,1611187200,20328396143,January,2021,20.32839614,,,,,
1/22/21,1611273600,20884324461,January,2021,20.88432446,,,,,
1/23/21,1611360000,8915987001,January,2021,8.915987001,,,,,
1/24/21,1611446400,18152884831,January,2021,18.15288483,,,,,
1/25/21,1611532800,15391311310,January,2021,15.39131131,,,,,
1/26/21,1611619200,17491180986,January,2021,17.49118099,,,,,
1/27/21,1611705600,16656048864,January,2021,16.65604886,,,,,
1/28/21,1611792000,18819159787,January,2021,18.81915979,,,,,
1/29/21,1611878400,21518939378,January,2021,21.51893938,,,,,
1/30/21,1611964800,19315130704,January,2021,19.3151307,,,,,
1/31/21,1612051200,17467122218,January,2021,17.46712222,,,,,
2/1/21,1612137600,15209687825,February,2021,15.20968783,,,,,
2/2/21,1612224000,15486974769,February,2021,15.48697477,,,,,
2/3/21,1612310400,14214840593,February,2021,14.21484059,,,,,
2/4/21,1612396800,14985791049,February,2021,14.98579105,,,,,
2/5/21,1612483200,14697846655,February,2021,14.69784666,,,,,
2/6/21,1612569600,14260099999,February,2021,14.2601,,,,,
2/7/21,1612656000,14235029622,February,2021,14.23502962,,,,,
2/8/21,1612742400,15821188892,February,2021,15.82118889,,,,,
2/9/21,1612828800,15695490411,February,2021,15.69549041,,,,,
2/10/21,1612915200,17799837955,February,2021,17.79983796,,,,,
2/11/21,1613001600,19546777304,February,2021,19.5467773,,,,,
2/12/21,1613088000,19845593704,February,2021,19.8455937,,,,,
2/13/21,1613174400,18105887460,February,2021,18.10588746,,,,,
2/14/21,1613260800,15657115435,February,2021,15.65711544,,,,,
2/15/21,1613347200,20088869080,February,2021,20.08886908,,,,,
2/16/21,1613433600,22471095387,February,2021,22.47109539,,,,,
2/17/21,1613520000,21222060586,February,2021,21.22206059,,,,,
2/18/21,1613606400,21992764690,February,2021,21.99276469,,,,,
2/19/21,1613692800,22840376814,February,2021,22.84037681,,,,,
2/20/21,1613779200,19001336300,February,2021,19.0013363,,,,,
2/21/21,1613865600,23377186439,February,2021,23.37718644,,,,,
2/22/21,1613952000,24754875013,February,2021,24.75487501,,,,,
2/23/21,1614038400,22127628316,February,2021,22.12762832,,,,,
2/24/21,1614124800,22144549849,February,2021,22.14454985,,,,,
2/25/21,1614211200,24229003845,February,2021,24.22900385,,,,,
2/26/21,1614297600,24445611404,February,2021,24.4456114,,,,,
2/27/21,1614384000,22271684250,February,2021,22.27168425,,,,,
2/28/21,1614470400,24888922696,February,2021,24.8889227,,,,,
3/1/21,1614556800,28818029009,March,2021,28.81802901,,,,,
3/2/21,1614643200,41213005051,March,2021,41.21300505,,,,,
3/3/21,1614729600,33978110631,March,2021,33.97811063,,,,,
3/4/21,1614816000,35989291696,March,2021,35.9892917,,,,,
3/5/21,1614902400,37776812626,March,2021,37.77681263,,,,,
